Plate,Well,G/N,R/N,Nuclei,Eccent,CPD_ID,Concentration
EMT-Serie2-3-C3,H16,0.604342189,0.317835695,0.418643362,-0.333599649,EC_11175103,9.68E-06
EMT-Serie2-3-C3,H17,0.845320402,0.039225795,0.103620474,0.629107497,EC_11175103,2.90E-06
EMT-Serie2-3-C3,H18,0.875721861,-0.041114136,0.084893883,0.801731914,EC_11175103,8.71E-07
EMT-Serie2-3-C3,H19,0.950514231,-0.091767826,0.071161049,0.938249014,EC_11175103,2.61E-07
EMT-Serie2-3-C3,H20,0.919306443,-0.076117816,-0.059508947,0.925465839,EC_11175103,7.84E-08
EMT-Serie2-3-C3,H21,0.900875045,0.008260214,-0.009155223,0.862941677,EC_11175103,2.35E-08
EMT-Serie2-3-C3,H22,1.047787483,-0.0049129,-0.024136496,1.14842401,EC_11175103,7.06E-09
EMT-Serie2-3-C3,H23,0.662301549,-0.045964237,-0.007490637,0.54586222,EC_11175103,2.12E-09
EMT-Serie2-3-C3,H24,0.777849214,0.020989356,-0.079067832,0.139919074,EC_11175103,6.35E-10
EMT-Serie2-3-C1,G15,1.152803577,0.187292683,0.064705882,1.155396556,EC_11176072,3.23E-05
EMT-Serie2-3-C1,G16,0.971996379,0.142622967,0.127731092,1.343997089,EC_11176072,9.68E-06
EMT-Serie2-3-C1,G17,1.079270613,-0.009835376,-0.008823529,1.246107203,EC_11176072,2.90E-06
EMT-Serie2-3-C1,G18,1.203566656,0.066370194,0.035294118,1.087872908,EC_11176072,8.71E-07
